new_name,source,series_folder,original_file,page_idx
newdata__044_the_era_of_social_justice_and_fairness__p09.jpg,newdata,The era of social justice and fairness,9.jpg,9
newdata__045_the_invisible_wall_of_seouls_sky_please___p01.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",1.jpg,1
newdata__045_the_invisible_wall_of_seouls_sky_please___p02.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",2.jpg,2
newdata__045_the_invisible_wall_of_seouls_sky_please___p03.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",3.jpg,3
newdata__045_the_invisible_wall_of_seouls_sky_please___p04.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",4.jpg,4
newdata__045_the_invisible_wall_of_seouls_sky_please___p05.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",5.jpg,5
newdata__045_the_invisible_wall_of_seouls_sky_please___p06.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",6.jpg,6
newdata__045_the_invisible_wall_of_seouls_sky_please___p07.jpg,newdata,"The invisible wall of Seoul’s sky, please protect the safety of birds",7.jpg,7
newdata__046_the_neighborhood_that_residents_want_the__p01.jpg,newdata,"The neighborhood that residents want, the rules must change",1.jpg,1
newdata__046_the_neighborhood_that_residents_want_the__p02.jpg,newdata,"The neighborhood that residents want, the rules must change",2.jpg,2
newdata__046_the_neighborhood_that_residents_want_the__p03.jpg,newdata,"The neighborhood that residents want, the rules must change",3.jpg,3
newdata__046_the_neighborhood_that_residents_want_the__p04.jpg,newdata,"The neighborhood that residents want, the rules must change",4.jpg,4
newdata__046_the_neighborhood_that_residents_want_the__p05.jpg,newdata,"The neighborhood that residents want, the rules must change",5.jpg,5
newdata__046_the_neighborhood_that_residents_want_the__p06.jpg,newdata,"The neighborhood that residents want, the rules must change",6.jpg,6
newdata__046_the_neighborhood_that_residents_want_the__p07.jpg,newdata,"The neighborhood that residents want, the rules must change",7.jpg,7
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p01.jpg,newdata,"To Eat or Not to Eat, That is the Question",1.jpg,1
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p02.jpg,newdata,"To Eat or Not to Eat, That is the Question",2.jpg,2
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p03.jpg,newdata,"To Eat or Not to Eat, That is the Question",3.jpg,3
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p04.jpg,newdata,"To Eat or Not to Eat, That is the Question",4.jpg,4
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p05.jpg,newdata,"To Eat or Not to Eat, That is the Question",5.jpg,5
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p06.jpg,newdata,"To Eat or Not to Eat, That is the Question",6.jpg,6
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p07.jpg,newdata,"To Eat or Not to Eat, That is the Question",7.jpg,7
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p08.jpg,newdata,"To Eat or Not to Eat, That is the Question",8.jpg,8
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p09.jpg,newdata,"To Eat or Not to Eat, That is the Question",9.jpg,9
newdata__047_to_eat_or_not_to_eat_that_is_the_questio__p10.jpg,newdata,"To Eat or Not to Eat, That is the Question",10.jpg,10
newdata__048_what_accounts_for_the_most_electricity_u__p01.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,1.jpg,1
newdata__048_what_accounts_for_the_most_electricity_u__p02.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,2.jpg,2
newdata__048_what_accounts_for_the_most_electricity_u__p03.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,3.jpg,3
newdata__048_what_accounts_for_the_most_electricity_u__p04.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,4.jpg,4
newdata__048_what_accounts_for_the_most_electricity_u__p05.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,5.jpg,5
newdata__048_what_accounts_for_the_most_electricity_u__p06.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,6.jpg,6
newdata__048_what_accounts_for_the_most_electricity_u__p07.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,7.jpg,7
newdata__048_what_accounts_for_the_most_electricity_u__p08.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,8.jpg,8
newdata__048_what_accounts_for_the_most_electricity_u__p09.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,9.jpg,9
newdata__048_what_accounts_for_the_most_electricity_u__p10.jpg,newdata,What Accounts for the Most Electricity Use in Single-person Households in Seoul,10.jpg,10
newdata__049_what_is_the_mental_health_of_seoul_citiz__p01.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,1.jpg,1
newdata__049_what_is_the_mental_health_of_seoul_citiz__p02.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,2.jpg,2
newdata__049_what_is_the_mental_health_of_seoul_citiz__p03.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,3.jpg,3
newdata__049_what_is_the_mental_health_of_seoul_citiz__p04.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,4.jpg,4
newdata__049_what_is_the_mental_health_of_seoul_citiz__p05.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,5.jpg,5
newdata__049_what_is_the_mental_health_of_seoul_citiz__p06.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,6.jpg,6
newdata__049_what_is_the_mental_health_of_seoul_citiz__p07.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,7.jpg,7
newdata__049_what_is_the_mental_health_of_seoul_citiz__p08.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,8.jpg,8
newdata__049_what_is_the_mental_health_of_seoul_citiz__p09.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,9.jpg,9
newdata__049_what_is_the_mental_health_of_seoul_citiz__p10.jpg,newdata,What is the mental health of Seoul citizens due to the prolonged COVID-19 pandemic,10.jpg,10
newdata__050_where_does_a_single_person_household_use__p01.jpg,newdata,Where does a single-person household use the most energy,1.jpg,1
newdata__050_where_does_a_single_person_household_use__p02.jpg,newdata,Where does a single-person household use the most energy,2.jpg,2
newdata__050_where_does_a_single_person_household_use__p03.jpg,newdata,Where does a single-person household use the most energy,3.jpg,3
newdata__050_where_does_a_single_person_household_use__p04.jpg,newdata,Where does a single-person household use the most energy,4.jpg,4
newdata__050_where_does_a_single_person_household_use__p05.jpg,newdata,Where does a single-person household use the most energy,5.jpg,5
newdata__050_where_does_a_single_person_household_use__p06.jpg,newdata,Where does a single-person household use the most energy,6.jpg,6
newdata__050_where_does_a_single_person_household_use__p07.jpg,newdata,Where does a single-person household use the most energy,7.jpg,7
newdata__050_where_does_a_single_person_household_use__p08.jpg,newdata,Where does a single-person household use the most energy,8.jpg,8
newdata__050_where_does_a_single_person_household_use__p09.jpg,newdata,Where does a single-person household use the most energy,9.jpg,9
newdata__050_where_does_a_single_person_household_use__p10.jpg,newdata,Where does a single-person household use the most energy,10.jpg,10
newdata__051_why_are_you_looking_for_a_shared_office__p01.jpg,newdata,Why are you looking for a ‘shared office’,1.jpg,1
newdata__051_why_are_you_looking_for_a_shared_office__p02.jpg,newdata,Why are you looking for a ‘shared office’,2.jpg,2
newdata__051_why_are_you_looking_for_a_shared_office__p03.jpg,newdata,Why are you looking for a ‘shared office’,3.jpg,3
newdata__051_why_are_you_looking_for_a_shared_office__p04.jpg,newdata,Why are you looking for a ‘shared office’,4.jpg,4
newdata__051_why_are_you_looking_for_a_shared_office__p05.jpg,newdata,Why are you looking for a ‘shared office’,5.jpg,5
newdata__051_why_are_you_looking_for_a_shared_office__p06.jpg,newdata,Why are you looking for a ‘shared office’,6.jpg,6
newdata__051_why_are_you_looking_for_a_shared_office__p07.jpg,newdata,Why are you looking for a ‘shared office’,7.jpg,7
newdata__051_why_are_you_looking_for_a_shared_office__p08.jpg,newdata,Why are you looking for a ‘shared office’,8.jpg,8
newdata__051_why_are_you_looking_for_a_shared_office__p09.jpg,newdata,Why are you looking for a ‘shared office’,9.jpg,9
newdata__051_why_are_you_looking_for_a_shared_office__p10.jpg,newdata,Why are you looking for a ‘shared office’,10.jpg,10
newdata__051_why_are_you_looking_for_a_shared_office__p11.jpg,newdata,Why are you looking for a ‘shared office’,11.jpg,11
newdata__051_why_are_you_looking_for_a_shared_office__p12.jpg,newdata,Why are you looking for a ‘shared office’,12.jpg,12
newdata__051_why_are_you_looking_for_a_shared_office__p13.jpg,newdata,Why are you looking for a ‘shared office’,13.jpg,13
newdata__051_why_are_you_looking_for_a_shared_office__p14.jpg,newdata,Why are you looking for a ‘shared office’,14.jpg,14
newdata__052_card_news_no_25_seoul_research_institute__p01.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,1.jpg,1
newdata__052_card_news_no_25_seoul_research_institute__p02.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,2.jpg,2
newdata__052_card_news_no_25_seoul_research_institute__p03.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,3.jpg,3
newdata__052_card_news_no_25_seoul_research_institute__p04.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,4.jpg,4
newdata__052_card_news_no_25_seoul_research_institute__p05.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,5.jpg,5
newdata__052_card_news_no_25_seoul_research_institute__p06.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,6.jpg,6
newdata__052_card_news_no_25_seoul_research_institute__p07.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,7.jpg,7
newdata__052_card_news_no_25_seoul_research_institute__p08.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,8.jpg,8
newdata__052_card_news_no_25_seoul_research_institute__p09.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,9.jpg,9
newdata__052_card_news_no_25_seoul_research_institute__p10.jpg,newdata,[Card News No. 25] Seoul Research Institute 30th Anniversary Series ④ 30 Years of Safety and Environment Research “Making Seoul Safer and More Comfortable”,10.jpg,10
newdata__053_card_news_no_26_seoul_research_institute__p01.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,1.jpg,1
newdata__053_card_news_no_26_seoul_research_institute__p02.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,2.jpg,2
newdata__053_card_news_no_26_seoul_research_institute__p03.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,3.jpg,3
newdata__053_card_news_no_26_seoul_research_institute__p04.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,4.jpg,4
newdata__053_card_news_no_26_seoul_research_institute__p05.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,5.jpg,5
newdata__053_card_news_no_26_seoul_research_institute__p06.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,6.jpg,6
newdata__053_card_news_no_26_seoul_research_institute__p07.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,7.jpg,7
newdata__053_card_news_no_26_seoul_research_institute__p08.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,8.jpg,8
newdata__053_card_news_no_26_seoul_research_institute__p09.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,9.jpg,9
newdata__053_card_news_no_26_seoul_research_institute__p10.jpg,newdata,[Card News No. 26] Seoul Research Institute 30th Anniversary Series ⑤ 30 years of transportation research “Seoul public transportation becomes more convenient the more you use it”,10.jpg,10
newdata__054_card_news_no_27_seoul_research_institute__p01.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,1.jpg,1
newdata__054_card_news_no_27_seoul_research_institute__p02.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,2.jpg,2
newdata__054_card_news_no_27_seoul_research_institute__p03.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,3.jpg,3
newdata__054_card_news_no_27_seoul_research_institute__p04.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,4.jpg,4
newdata__054_card_news_no_27_seoul_research_institute__p05.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,5.jpg,5
newdata__054_card_news_no_27_seoul_research_institute__p06.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,6.jpg,6
newdata__054_card_news_no_27_seoul_research_institute__p07.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,7.jpg,7
newdata__054_card_news_no_27_seoul_research_institute__p08.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,8.jpg,8
newdata__054_card_news_no_27_seoul_research_institute__p09.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,9.jpg,9
newdata__054_card_news_no_27_seoul_research_institute__p10.jpg,newdata,[Card News No. 27] Seoul Research Institute 30th Anniversary Planning Series ⑥ 30 Years of Urban Planning and Regeneration Research “Designing Seoul’s Urban Space”,10.jpg,10
newdata__055_card_news_no_28_seoul_research_institute__p01.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,1.jpg,1
newdata__055_card_news_no_28_seoul_research_institute__p02.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,2.jpg,2
newdata__055_card_news_no_28_seoul_research_institute__p03.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,3.jpg,3
newdata__055_card_news_no_28_seoul_research_institute__p04.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,4.jpg,4
newdata__055_card_news_no_28_seoul_research_institute__p05.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,5.jpg,5
newdata__055_card_news_no_28_seoul_research_institute__p06.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,6.jpg,6
newdata__055_card_news_no_28_seoul_research_institute__p07.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,7.jpg,7
newdata__055_card_news_no_28_seoul_research_institute__p08.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,8.jpg,8
newdata__055_card_news_no_28_seoul_research_institute__p09.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,9.jpg,9
newdata__055_card_news_no_28_seoul_research_institute__p10.jpg,newdata,[Card News No. 28] Seoul Research Institute 30th Anniversary Special Series ⑦ 30 years of housing research “Citizens’ housing stability and quality improvement”,10.jpg,10
newdata_smartfarmkorea__056_2_employment_insurance_for_self_employed__p01.jpg,newdata_smartfarmkorea,2. [Employment Insurance for Self-Employed] Card News - Final,1.jpg,1
newdata_smartfarmkorea__056_2_employment_insurance_for_self_employed__p02.jpg,newdata_smartfarmkorea,2. [Employment Insurance for Self-Employed] Card News - Final,2.jpg,2
newdata_smartfarmkorea__056_2_employment_insurance_for_self_employed__p03.jpg,newdata_smartfarmkorea,2. [Employment Insurance for Self-Employed] Card News - Final,3.jpg,3
newdata_smartfarmkorea__056_2_employment_insurance_for_self_employed__p04.jpg,newdata_smartfarmkorea,2. [Employment Insurance for Self-Employed] Card News - Final,4.jpg,4
newdata_smartfarmkorea__056_2_employment_insurance_for_self_employed__p05.jpg,newdata_smartfarmkorea,2. [Employment Insurance for Self-Employed] Card News - Final,5.jpg,5
newdata_smartfarmkorea__056_2_employment_insurance_for_self_employed__p06.jpg,newdata_smartfarmkorea,2. [Employment Insurance for Self-Employed] Card News - Final,6.jpg,6
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p01.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 1.jpg,1
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p02.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 2.jpg,2
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p03.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 3.jpg,3
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p04.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 4.jpg,4
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p05.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 5.jpg,5
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p06.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 6.jpg,6
newdata_smartfarmkorea__057_2023_card_news_on_the_ict_convergence_di__p07.jpg,newdata_smartfarmkorea,2023 Card News on the ICT Convergence Diffusion Project in the Livestock Sector,2023년 축산분야 ICT융복합 확산사업 카드뉴스 7.jpg,7
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p01.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,00.jpg,1
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p02.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,01.jpg,2
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p03.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,02.jpg,3
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p04.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,03.jpg,4
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p05.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,04.jpg,5
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p06.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,05.jpg,6
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p07.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,06.jpg,7
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p08.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,07.jpg,8
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p09.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,08.jpg,9
newdata_smartfarmkorea__058_agricultural_education_newsletter_nong_e__p10.jpg,newdata_smartfarmkorea,Agricultural Education Newsletter 'Nong-e Gung-mu' Issue 20 Published,09.jpg,10
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p01.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안.jpg,1
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p02.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안2.jpg,2
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p03.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안3.jpg,3
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p04.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안4.jpg,4
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p05.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안5.jpg,5
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p06.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안6.jpg,6
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p07.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안7.jpg,7
newdata_smartfarmkorea__059_card_news_recruitment_of_young_farmers_f__p08.jpg,newdata_smartfarmkorea,Card News Recruitment of Young Farmers for the 2023 Agricultural Startup Complex,07.14_농어촌공사_입주청년모집_카드뉴스_시안8.jpg,8
newdata_smartfarmkorea__060_card_news_on_energy_saving_technologies___p01.jpg,newdata_smartfarmkorea,Card News on Energy Saving Technologies and Practical Measures for Horticultural Facilities,1.png,1
newdata_smartfarmkorea__060_card_news_on_energy_saving_technologies___p02.jpg,newdata_smartfarmkorea,Card News on Energy Saving Technologies and Practical Measures for Horticultural Facilities,2.png,2
newdata_smartfarmkorea__060_card_news_on_energy_saving_technologies___p03.jpg,newdata_smartfarmkorea,Card News on Energy Saving Technologies and Practical Measures for Horticultural Facilities,3.png,3
newdata_smartfarmkorea__060_card_news_on_energy_saving_technologies___p04.jpg,newdata_smartfarmkorea,Card News on Energy Saving Technologies and Practical Measures for Horticultural Facilities,4.png,4
newdata_smartfarmkorea__060_card_news_on_energy_saving_technologies___p05.jpg,newdata_smartfarmkorea,Card News on Energy Saving Technologies and Practical Measures for Horticultural Facilities,5.png,5
newdata_smartfarmkorea__060_card_news_on_energy_saving_technologies___p06.jpg,newdata_smartfarmkorea,Card News on Energy Saving Technologies and Practical Measures for Horticultural Facilities,6.png,6
newdata_smartfarmkorea__061_card_news_tomato_education__p01.jpg,newdata_smartfarmkorea,Card News_Tomato Education,1페이지.jpg,1
newdata_smartfarmkorea__061_card_news_tomato_education__p02.jpg,newdata_smartfarmkorea,Card News_Tomato Education,2페이지.jpg,2
newdata_smartfarmkorea__061_card_news_tomato_education__p03.jpg,newdata_smartfarmkorea,Card News_Tomato Education,3페이지.jpg,3
newdata_smartfarmkorea__061_card_news_tomato_education__p04.jpg,newdata_smartfarmkorea,Card News_Tomato Education,4페이지.jpg,4
newdata_smartfarmkorea__061_card_news_tomato_education__p05.jpg,newdata_smartfarmkorea,Card News_Tomato Education,5페이지.jpg,5
newdata_smartfarmkorea__061_card_news_tomato_education__p06.jpg,newdata_smartfarmkorea,Card News_Tomato Education,6페이지.jpg,6
newdata_smartfarmkorea__061_card_news_tomato_education__p07.jpg,newdata_smartfarmkorea,Card News_Tomato Education,7페이지.jpg,7
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p01.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_1(수정).png,1
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p02.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_2(수정).png,2
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p03.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_3.png,3
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p04.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_4.png,4
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p05.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_5(수정).png,5
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p06.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_6(수정2).png,6
newdata_smartfarmkorea__062_ict_youth_practical_training_specialist___p07.jpg,newdata_smartfarmkorea,ICT Youth Practical Training Specialist Professor,ICT청년실습 전문교수_7(수정).png,7
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p01.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,01.jpg,1
newdata_smartfarmkorea__063_opening_of_sunong_special_lecture_channe__p02.jpg,newdata_smartfarmkorea,Opening of Sunong Special Lecture Channel,02.jpg,2
